Entity,Code,Year,"Number of daily male smokers (IHME, GHDx (2012))","Number of daily female smokers (IHME, GHDx (2012))"
Guatemala,GTM,1994,392851,65410
Guatemala,GTM,1995,402970,67350
Guatemala,GTM,1996,413834,69353
Guatemala,GTM,1997,418605,70450
Guatemala,GTM,1998,424100,71625
Guatemala,GTM,1999,428893,72642
Guatemala,GTM,2000,432759,73518
Guatemala,GTM,2001,434921,74227
Guatemala,GTM,2002,434466,74820
Guatemala,GTM,2003,411381,73499
Guatemala,GTM,2004,408567,73922
Guatemala,GTM,2005,408351,74533
Guatemala,GTM,2006,410382,75243
Guatemala,GTM,2007,414638,76153
Guatemala,GTM,2008,421122,77402
Guatemala,GTM,2009,431608,79777
Guatemala,GTM,2010,443756,82678
Guatemala,GTM,2011,457702,85922
Guatemala,GTM,2012,473162,89364
Guinea,GIN,1980,157112,20607
Guinea,GIN,1981,159059,20898
Guinea,GIN,1982,161767,21275
Guinea,GIN,1983,165241,21715
Guinea,GIN,1984,169147,22214
Guinea,GIN,1985,173224,22751
Guinea,GIN,1986,177337,23274
Guinea,GIN,1987,181499,23822
Guinea,GIN,1988,186357,24450
Guinea,GIN,1989,192497,25258
Guinea,GIN,1990,200317,26315
Guinea,GIN,1991,210071,27621
Guinea,GIN,1992,221487,29124
Guinea,GIN,1993,233606,30685
Guinea,GIN,1994,245046,32119
Guinea,GIN,1995,254719,33323
Guinea,GIN,1996,262189,34263
Guinea,GIN,1997,265169,34976
Guinea,GIN,1998,267945,35514
Guinea,GIN,1999,270776,36011
Guinea,GIN,2000,274012,36518
Guinea,GIN,2001,277665,37027
Guinea,GIN,2002,281834,37529
Guinea,GIN,2003,286639,38097
Guinea,GIN,2004,292231,38709
Guinea,GIN,2005,298959,39431
Guinea,GIN,2006,306705,40445
Guinea,GIN,2007,315644,41599
Guinea,GIN,2008,325260,42816
Guinea,GIN,2009,335314,43978
Guinea,GIN,2010,345593,45147
Guinea,GIN,2011,356138,46389
Guinea,GIN,2012,366846,47710
Guinea-Bissau,GNB,1980,29311,6170
Guinea-Bissau,GNB,1981,29584,6201
Guinea-Bissau,GNB,1982,29903,6235
Guinea-Bissau,GNB,1983,30272,6283
Guinea-Bissau,GNB,1984,30649,6347
Guinea-Bissau,GNB,1985,31033,6433
Guinea-Bissau,GNB,1986,31419,6540
Guinea-Bissau,GNB,1987,31796,6660
Guinea-Bissau,GNB,1988,32202,6785
Guinea-Bissau,GNB,1989,32679,6904
Guinea-Bissau,GNB,1990,33223,7009
Guinea-Bissau,GNB,1991,33860,7094
Guinea-Bissau,GNB,1992,34608,7168
Guinea-Bissau,GNB,1993,35442,7241
Guinea-Bissau,GNB,1994,36295,7317
Guinea-Bissau,GNB,1995,37141,7394
Guinea-Bissau,GNB,1996,37947,7469
Guinea-Bissau,GNB,1997,38205,7190
Guinea-Bissau,GNB,1998,38715,6970
Guinea-Bissau,GNB,1999,39402,6817
Guinea-Bissau,GNB,2000,40248,6725
Guinea-Bissau,GNB,2001,41255,6684
Guinea-Bissau,GNB,2002,42389,6691
Guinea-Bissau,GNB,2003,43643,6729
Guinea-Bissau,GNB,2004,44960,6789
Guinea-Bissau,GNB,2005,46275,6864
Guinea-Bissau,GNB,2006,47573,6951
Guinea-Bissau,GNB,2007,48888,7041
Guinea-Bissau,GNB,2008,50223,7140
Guinea-Bissau,GNB,2009,51607,7262
Guinea-Bissau,GNB,2010,53076,7406
Guinea-Bissau,GNB,2011,54633,7563
Guinea-Bissau,GNB,2012,56313,7735
Guyana,GUY,1980,45596,6206
Guyana,GUY,1981,46459,6297
Guyana,GUY,1982,46952,6350
Guyana,GUY,1983,47255,6378
Guyana,GUY,1984,47462,6405
Guyana,GUY,1985,47748,6441
Guyana,GUY,1986,48065,6481
Guyana,GUY,1987,48486,6535
Guyana,GUY,1988,48836,6579
Guyana,GUY,1989,49021,6592
Guyana,GUY,1990,49156,6576
Guyana,GUY,1991,49457,6551
Guyana,GUY,1992,50082,6559
Guyana,GUY,1993,50917,6580
Guyana,GUY,1994,52037,6652
Guyana,GUY,1995,53351,6779
Guyana,GUY,1996,55034,6985
Guyana,GUY,1997,56870,7212
Guyana,GUY,1998,58597,7449
Guyana,GUY,1999,60140,7669
Guyana,GUY,2000,61350,7838
Guyana,GUY,2001,62168,7954
Guyana,GUY,2002,62576,8016
Guyana,GUY,2003,62643,8035
Guyana,GUY,2004,62613,8042
Guyana,GUY,2005,62599,8043
Guyana,GUY,2006,62708,8056
Guyana,GUY,2007,63157,8095
Guyana,GUY,2008,63765,8152
Guyana,GUY,2009,64558,8242
Guyana,GUY,2010,65485,8366
Guyana,GUY,2011,66829,8547
Guyana,GUY,2012,68385,8779
Haiti,HTI,1980,250953,84518
Haiti,HTI,1981,256084,86261
Haiti,HTI,1982,260582,87768
Haiti,HTI,1983,264946,89171
Haiti,HTI,1984,269365,90577
Haiti,HTI,1985,273829,91998
Haiti,HTI,1986,278342,93381
Haiti,HTI,1987,282813,94708
Haiti,HTI,1988,287599,96010
Haiti,HTI,1989,292156,97269
Haiti,HTI,1990,296752,98616
Haiti,HTI,1991,301566,100046
Haiti,HTI,1992,306563,102060
Haiti,HTI,1993,311696,104218
Haiti,HTI,1994,316549,106379
Haiti,HTI,1995,322384,108665
Haiti,HTI,1996,328650,110978
Haiti,HTI,1997,334416,112082
Haiti,HTI,1998,339917,113067
Haiti,HTI,1999,345156,114195
Haiti,HTI,2000,350487,115591
Haiti,HTI,2001,354202,116356
Haiti,HTI,2002,356606,116689
Haiti,HTI,2003,357912,116684
Haiti,HTI,2004,358239,116301
Haiti,HTI,2005,358230,115586
Haiti,HTI,2006,357862,114766
Haiti,HTI,2007,357446,112162
Haiti,HTI,2008,357726,109140
Haiti,HTI,2009,358675,105996
Haiti,HTI,2010,360249,103029
Haiti,HTI,2011,363476,100715
Haiti,HTI,2012,368348,99266
Honduras,HND,1980,255416,52459
Honduras,HND,1981,260199,53627
Honduras,HND,1982,266442,54939
Honduras,HND,1983,274173,56430
Honduras,HND,1984,282679,57971
Honduras,HND,1985,291466,59529
Honduras,HND,1986,301569,61302
Honduras,HND,1987,311143,63174
Honduras,HND,1988,320750,64023
Honduras,HND,1989,329558,64425
Honduras,HND,1990,339148,64469
Honduras,HND,1991,348632,63842
Honduras,HND,1992,357159,62281
Honduras,HND,1993,365172,59878
Honduras,HND,1994,374340,56918
Honduras,HND,1995,382973,53648
Honduras,HND,1996,391737,50792
Honduras,HND,1997,398110,49140
Honduras,HND,1998,404801,48227
Honduras,HND,1999,412635,47848
Honduras,HND,2000,418949,47628
Honduras,HND,2001,424951,47722
Honduras,HND,2002,426470,47472
Honduras,HND,2003,429022,47342
Honduras,HND,2004,436095,47213
Honduras,HND,2005,443808,47065
Honduras,HND,2006,452079,46895
Honduras,HND,2007,461223,46653
Honduras,HND,2008,471864,46384
Honduras,HND,2009,485174,46261
Honduras,HND,2010,499458,46219
Honduras,HND,2011,514397,46308
Honduras,HND,2012,529949,46635
Hungary,HUN,1980,1677955,1118198
Hungary,HUN,1981,1639341,1097973
Hungary,HUN,1982,1604352,1079014
Hungary,HUN,1983,1575988,1063048
Hungary,HUN,1984,1547017,1046830
Hungary,HUN,1985,1522719,1032563
Hungary,HUN,1986,1498592,1017932
Hungary,HUN,1987,1470206,1001359
Hungary,HUN,1988,1447011,987148
Hungary,HUN,1989,1424528,973751
Hungary,HUN,1990,1415648,967601
Hungary,HUN,1991,1433976,974838
Hungary,HUN,1992,1455061,982890
Hungary,HUN,1993,1471897,988960
Hungary,HUN,1994,1481111,990133
Hungary,HUN,1995,1487930,988447
Hungary,HUN,1996,1490063,983269
Hungary,HUN,1997,1517100,1017505
Hungary,HUN,1998,1527706,1047690
Hungary,HUN,1999,1525964,1071260
Hungary,HUN,2000,1514026,1089101
Hungary,HUN,2001,1510891,1116129
Hungary,HUN,2002,1501572,1139524
Hungary,HUN,2003,1488952,1158825
Hungary,HUN,2004,1486895,1176333
Hungary,HUN,2005,1483512,1190052
Hungary,HUN,2006,1456945,1184934
Hungary,HUN,2007,1429219,1173563
Hungary,HUN,2008,1397773,1153618
Hungary,HUN,2009,1374673,1132566
Hungary,HUN,2010,1329619,1096946
Hungary,HUN,2011,1283865,1060002
Hungary,HUN,2012,1246738,1028799
Iceland,ISL,1980,32992,28234
Iceland,ISL,1981,32666,28325
Iceland,ISL,1982,32519,28563
Iceland,ISL,1983,32952,29095
Iceland,ISL,1984,33104,29491
Iceland,ISL,1985,33145,29813
Iceland,ISL,1986,32952,30013
Iceland,ISL,1987,32408,30153
Iceland,ISL,1988,32064,30477
Iceland,ISL,1989,31638,30519
Iceland,ISL,1990,30982,30126
Iceland,ISL,1991,30468,29765
Iceland,ISL,1992,30146,29430
Iceland,ISL,1993,29699,28957
Iceland,ISL,1994,29390,28643
Iceland,ISL,1995,29167,28496
Iceland,ISL,1996,28950,28363
Iceland,ISL,1997,28551,27892
Iceland,ISL,1998,27943,27271
Iceland,ISL,1999,27491,26537
Iceland,ISL,2000,27147,25696
Iceland,ISL,2001,26958,24902
Iceland,ISL,2002,26737,24110
Iceland,ISL,2003,26469,23376
Iceland,ISL,2004,26051,22754
Iceland,ISL,2005,25778,22209
Iceland,ISL,2006,25845,21591
Iceland,ISL,2007,25570,20836
Iceland,ISL,2008,24460,19888
Iceland,ISL,2009,22722,18726
Iceland,ISL,2010,21253,17533
Iceland,ISL,2011,20470,16680
Iceland,ISL,2012,20132,16381
India,IND,1980,69198624,5338201
India,IND,1981,71098773,5487542
India,IND,1982,73015447,5630650
India,IND,1983,74952364,5765193
India,IND,1984,76909110,5886574
India,IND,1985,78849602,5996408
India,IND,1986,80789813,6096772
India,IND,1987,82687354,6189281
India,IND,1988,84513695,6274322
India,IND,1989,86293688,6350949
India,IND,1990,88013060,6419534
India,IND,1991,89688084,6491268
India,IND,1992,91341988,6568851
India,IND,1993,92972896,6666424
India,IND,1994,94326371,6791780
India,IND,1995,95648373,6946477
India,IND,1996,97032191,7136530
India,IND,1997,98033848,7357276
India,IND,1998,99268850,7627926
India,IND,1999,100589626,7904577
India,IND,2000,101912836,8251583
India,IND,2001,103160392,8659711
India,IND,2002,104190037,9095858
India,IND,2003,104879052,9572032
India,IND,2004,105010275,10002260
India,IND,2005,104467627,10397877
India,IND,2006,103099036,10730643
India,IND,2007,99990597,10926630
India,IND,2008,96797834,11093293
India,IND,2009,94297368,11290206
India,IND,2010,94580960,11520662
India,IND,2011,95878431,11823775
India,IND,2012,98021571,12168756
Indonesia,IDN,1980,22270669,1308195
Indonesia,IDN,1981,23012642,1374567
Indonesia,IDN,1982,23776635,1446914
Indonesia,IDN,1983,24570815,1527922
Indonesia,IDN,1984,25396209,1617083
Indonesia,IDN,1985,26248787,1713525
Indonesia,IDN,1986,27124259,1817140
Indonesia,IDN,1987,28013907,1923421
Indonesia,IDN,1988,28912274,2026631
Indonesia,IDN,1989,29822307,2117546
Indonesia,IDN,1990,30729113,2183936
Indonesia,IDN,1991,31610580,2208088
Indonesia,IDN,1992,32458408,2172790
Indonesia,IDN,1993,33286557,2068170
Indonesia,IDN,1994,33594449,1756690
Indonesia,IDN,1995,33990753,1492890
Indonesia,IDN,1996,34920712,1366991
Indonesia,IDN,1997,35940489,1314884
Indonesia,IDN,1998,36976780,1306972
Indonesia,IDN,1999,38020313,1337597
Indonesia,IDN,2000,39029212,1408236
Indonesia,IDN,2001,39936710,1528577
Indonesia,IDN,2002,40650826,1771191
Indonesia,IDN,2003,41240802,2069775
Indonesia,IDN,2004,41741390,2391781
Indonesia,IDN,2005,42181570,2649272
Indonesia,IDN,2006,42680483,2845032
Indonesia,IDN,2007,43377202,2967690
Indonesia,IDN,2008,44391159,2981524
Indonesia,IDN,2009,45599622,2953298
Indonesia,IDN,2010,46999123,2909001
Indonesia,IDN,2011,48470994,2865893
Indonesia,IDN,2012,49837836,2875037
Iran,IRN,1980,2462097,287061
Iran,IRN,1981,2533965,295899
Iran,IRN,1982,2603712,304416
Iran,IRN,1983,2674803,313610
Iran,IRN,1984,2750848,323551
Iran,IRN,1985,2833949,334020
Iran,IRN,1986,2928035,345463
Iran,IRN,1987,3029330,357849
Iran,IRN,1988,3136704,371933
Iran,IRN,1989,3238135,386059
Iran,IRN,1990,3327339,400017
Iran,IRN,1991,3404732,414412
Iran,IRN,1992,3475004,428725
Iran,IRN,1993,3543348,443722
Iran,IRN,1994,3620093,460071
Iran,IRN,1995,3713682,479972
Iran,IRN,1996,3823453,504718
Iran,IRN,1997,3943507,504477
Iran,IRN,1998,4080405,510865
Iran,IRN,1999,4240036,521373
Iran,IRN,2000,4418710,533607
Iran,IRN,2001,4620003,545890
Iran,IRN,2002,4839216,553472
Iran,IRN,2003,5065877,554298
Iran,IRN,2004,5287341,545849
Iran,IRN,2005,5493403,528147
Iran,IRN,2006,5681325,475590
Iran,IRN,2007,5851803,429740
Iran,IRN,2008,5996372,409019
Iran,IRN,2009,6138393,396925
Iran,IRN,2010,6297506,402942
Iran,IRN,2011,6468932,416424
Iran,IRN,2012,6647144,436104
Iraq,IRQ,1980,1220029,74983
Iraq,IRQ,1981,1251091,77238
Iraq,IRQ,1982,1280194,79490
Iraq,IRQ,1983,1307674,81767
Iraq,IRQ,1984,1333843,83995
Iraq,IRQ,1985,1358878,86072
Iraq,IRQ,1986,1383285,87952
Iraq,IRQ,1987,1408497,89733
Iraq,IRQ,1988,1437473,91643
Iraq,IRQ,1989,1471868,93565
Iraq,IRQ,1990,1514937,95715
Iraq,IRQ,1991,1563889,98071
Iraq,IRQ,1992,1621623,100709
Iraq,IRQ,1993,1687151,103849
Iraq,IRQ,1994,1758059,107014
Iraq,IRQ,1995,1832471,110362
Iraq,IRQ,1996,1912345,114157
Iraq,IRQ,1997,1980261,118469
Iraq,IRQ,1998,2054097,122494
Iraq,IRQ,1999,2130084,126517
Iraq,IRQ,2000,2203837,130614
Iraq,IRQ,2001,2275970,135143
Iraq,IRQ,2002,2342429,140092
Iraq,IRQ,2003,2396925,145774
Iraq,IRQ,2004,2420265,154573
Iraq,IRQ,2005,2440623,165197
Iraq,IRQ,2006,2463469,176906
Iraq,IRQ,2007,2519054,185727
Iraq,IRQ,2008,2585185,194082
Iraq,IRQ,2009,2664374,201869
Iraq,IRQ,2010,2758571,209292
Iraq,IRQ,2011,2868723,216618
Iraq,IRQ,2012,2992412,223807
Ireland,IRL,1980,442764,365523
Ireland,IRL,1981,448026,375803
Ireland,IRL,1982,451112,385750
Ireland,IRL,1983,453023,394802
Ireland,IRL,1984,453262,401808
Ireland,IRL,1985,450770,405575
Ireland,IRL,1986,445444,405890
Ireland,IRL,1987,438464,403179
Ireland,IRL,1988,432150,400582
Ireland,IRL,1989,426122,398929
Ireland,IRL,1990,420770,397130
Ireland,IRL,1991,419557,398042
Ireland,IRL,1992,422448,400093
Ireland,IRL,1993,425667,402821
Ireland,IRL,1994,429506,404368
Ireland,IRL,1995,432997,404048
Ireland,IRL,1996,435427,400396
Ireland,IRL,1997,435471,394591
Ireland,IRL,1998,433221,388674
Ireland,IRL,1999,428586,383102
Ireland,IRL,2000,418348,379270
Ireland,IRL,2001,408442,376714
Ireland,IRL,2002,399204,375072
Ireland,IRL,2003,390922,373244
Ireland,IRL,2004,387150,373170
Ireland,IRL,2005,390278,376813
Ireland,IRL,2006,402941,387375
Ireland,IRL,2007,416846,400487
Ireland,IRL,2008,422652,410093
Ireland,IRL,2009,422868,415398
Ireland,IRL,2010,427794,421769
Ireland,IRL,2011,431942,427871
Ireland,IRL,2012,435441,433431
Israel,ISR,1980,479924,344432
Israel,ISR,1981,486432,349165
Israel,ISR,1982,493738,353539
Israel,ISR,1983,500102,357141
Israel,ISR,1984,506384,360501
Israel,ISR,1985,511787,363393
Israel,ISR,1986,516194,365548
Israel,ISR,1987,518478,366359
Israel,ISR,1988,522375,368054
Israel,ISR,1989,529657,372711
Israel,ISR,1990,537408,379757
Israel,ISR,1991,546896,390225
Israel,ISR,1992,557587,403736
Israel,ISR,1993,570128,420042
Israel,ISR,1994,581400,436405
Israel,ISR,1995,590286,450666
Israel,ISR,1996,597432,462365
Israel,ISR,1997,602993,467284
Israel,ISR,1998,605898,468508
Israel,ISR,1999,608415,465449
Israel,ISR,2000,606265,447612
Israel,ISR,2001,606889,427424
Israel,ISR,2002,609572,406709
Israel,ISR,2003,613646,388117
Israel,ISR,2004,620679,377164
Israel,ISR,2005,629125,368392
Israel,ISR,2006,640044,362241
Israel,ISR,2007,651843,357990
Israel,ISR,2008,664049,355502
Israel,ISR,2009,676723,355355
Israel,ISR,2010,686004,363040
Israel,ISR,2011,691558,371071
Israel,ISR,2012,694656,379112
Italy,ITA,1980,9168490,4683180
Italy,ITA,1981,9139025,4854939
Italy,ITA,1982,9014155,4993272
Italy,ITA,1983,8876761,5119422
Italy,ITA,1984,8730169,5226255
Italy,ITA,1985,8581877,5318579
Italy,ITA,1986,8445995,5410493
Italy,ITA,1987,8338290,5512402
Italy,ITA,1988,8242647,5619609
Italy,ITA,1989,8185583,5680460
Italy,ITA,1990,8147224,5657413
Italy,ITA,1991,8077781,5517138
Italy,ITA,1992,7989087,5383661
Italy,ITA,1993,7863874,5257804
Italy,ITA,1994,7715595,5139238
Italy,ITA,1995,7545841,5031162
Italy,ITA,1996,7358335,4889074
Italy,ITA,1997,7172694,4758674
Italy,ITA,1998,7015229,4675834
Italy,ITA,1999,6883304,4650642
Italy,ITA,2000,6766077,4679563
Italy,ITA,2001,6696158,4722484
Italy,ITA,2002,6658218,4727190
Italy,ITA,2003,6664752,4701392
Italy,ITA,2004,6680510,4679918
Italy,ITA,2005,6668070,4643681
Italy,ITA,2006,6631876,4633788
Italy,ITA,2007,6598305,4685507
Italy,ITA,2008,6565795,4793751
Italy,ITA,2009,6535776,4951011
Italy,ITA,2010,6476619,5072012
Italy,ITA,2011,6436257,5166169
Italy,ITA,2012,6422651,5236818
Jamaica,JAM,1980,148852,41742
Jamaica,JAM,1981,153518,42874
Jamaica,JAM,1982,157852,43983
Jamaica,JAM,1983,161852,45067
Jamaica,JAM,1984,165645,46142
Jamaica,JAM,1985,169280,47189
Jamaica,JAM,1986,172630,48190
Jamaica,JAM,1987,175686,49187
Jamaica,JAM,1988,178724,50197
Jamaica,JAM,1989,181725,51211
Jamaica,JAM,1990,184701,52204
Jamaica,JAM,1991,187806,53171
Jamaica,JAM,1992,191162,54374
Jamaica,JAM,1993,194582,55587
Jamaica,JAM,1994,198023,56785
Jamaica,JAM,1995,201380,57857
Jamaica,JAM,1996,204906,58729
Jamaica,JAM,1997,208202,57393
Jamaica,JAM,1998,211632,56083
Jamaica,JAM,1999,215037,54862
Jamaica,JAM,2000,218495,53728
Jamaica,JAM,2001,221900,50838
Jamaica,JAM,2002,225283,47818
Jamaica,JAM,2003,228616,44894
Jamaica,JAM,2004,231720,42189
Jamaica,JAM,2005,234553,39754
Jamaica,JAM,2006,237007,37721
Jamaica,JAM,2007,239229,36159
Jamaica,JAM,2008,241695,35164
Jamaica,JAM,2009,244306,35732
Jamaica,JAM,2010,247333,36607
Jamaica,JAM,2011,250902,37618
Jamaica,JAM,2012,254677,38694
Japan,JPN,1980,26658847,5945829
Japan,JPN,1981,26837095,6044452
Japan,JPN,1982,26926365,6108327
Japan,JPN,1983,26938468,6120127
Japan,JPN,1984,26893733,6079921
Japan,JPN,1985,26796001,5984073
Japan,JPN,1986,26682012,5853122
Japan,JPN,1987,26585993,5714533
Japan,JPN,1988,26502007,5574837
Japan,JPN,1989,26438528,5473987
Japan,JPN,1990,26372461,5416167
Japan,JPN,1991,26346366,5398573
Japan,JPN,1992,26344491,5425127
Japan,JPN,1993,26353823,5544186
Japan,JPN,1994,26379840,5766990
Japan,JPN,1995,26376708,6034052
Japan,JPN,1996,26274112,6292183
Japan,JPN,1997,26055264,6530313
Japan,JPN,1998,25811458,6706284
Japan,JPN,1999,25491550,6817047
Japan,JPN,2000,25038412,6853800
Japan,JPN,2001,24556325,6868102
Japan,JPN,2002,24005050,6874037
Japan,JPN,2003,23341538,6856412
Japan,JPN,2004,22565781,6754308
Japan,JPN,2005,21738616,6585747
Japan,JPN,2006,20941546,6380069
Japan,JPN,2007,20223449,6162435
Japan,JPN,2008,19523390,5935558
Japan,JPN,2009,18944919,5734113
Japan,JPN,2010,18471631,5571698
Japan,JPN,2011,18150286,5463013
Japan,JPN,2012,17949549,5391231
Jordan,JOR,1980,286313,53769
Jordan,JOR,1981,291324,54247
Jordan,JOR,1982,300454,55267
Jordan,JOR,1983,312842,56853
Jordan,JOR,1984,324952,58399
Jordan,JOR,1985,335919,59803
Jordan,JOR,1986,343534,60750
Jordan,JOR,1987,349603,61584
Jordan,JOR,1988,357682,62927
Jordan,JOR,1989,373130,65459
Jordan,JOR,1990,397538,69359
Jordan,JOR,1991,432672,75101
Jordan,JOR,1992,474188,81734
Jordan,JOR,1993,518345,88925
Jordan,JOR,1994,558356,95489
Jordan,JOR,1995,589193,100811
Jordan,JOR,1996,610453,105043
Jordan,JOR,1997,623601,106926
Jordan,JOR,1998,631148,108213
Jordan,JOR,1999,636472,109539
Jordan,JOR,2000,642891,111460
Jordan,JOR,2001,650054,113936
Jordan,JOR,2002,657823,116515
Jordan,JOR,2003,668461,118183
Jordan,JOR,2004,683710,120786
Jordan,JOR,2005,705458,124519
Jordan,JOR,2006,735206,129582
Jordan,JOR,2007,772295,136034
Jordan,JOR,2008,815003,145496
Jordan,JOR,2009,861271,156084
Jordan,JOR,2010,908527,165824
Jordan,JOR,2011,957434,175960
Jordan,JOR,2012,1007262,186134
Kazakhstan,KAZ,1980,1244945,697441
Kazakhstan,KAZ,1981,1267537,712720
Kazakhstan,KAZ,1982,1291515,727650
Kazakhstan,KAZ,1983,1315151,743182
Kazakhstan,KAZ,1984,1337503,760148
Kazakhstan,KAZ,1985,1358562,779227
Kazakhstan,KAZ,1986,1378726,801881
Kazakhstan,KAZ,1987,1396948,826225
Kazakhstan,KAZ,1988,1412663,850711
Kazakhstan,KAZ,1989,1424055,873253
Kazakhstan,KAZ,1990,1427754,891450
Kazakhstan,KAZ,1991,1421133,903105
Kazakhstan,KAZ,1992,1407269,909143
Kazakhstan,KAZ,1993,1387191,907831
Kazakhstan,KAZ,1994,1361432,898232
Kazakhstan,KAZ,1995,1333782,877317
Kazakhstan,KAZ,1996,1308594,844706
Kazakhstan,KAZ,1997,1340807,704841
Kazakhstan,KAZ,1998,1393617,590431
Kazakhstan,KAZ,1999,1460268,507431
Kazakhstan,KAZ,2000,1534630,458114
Kazakhstan,KAZ,2001,1613987,425584
Kazakhstan,KAZ,2002,1697238,406011
Kazakhstan,KAZ,2003,1785477,394815
Kazakhstan,KAZ,2004,1883150,392287
Kazakhstan,KAZ,2005,1990074,390931
Kazakhstan,KAZ,2006,2099167,390604
Kazakhstan,KAZ,2007,2207052,390829
Kazakhstan,KAZ,2008,2306733,391363
Kazakhstan,KAZ,2009,2394682,392633
Kazakhstan,KAZ,2010,2472406,395672
Kazakhstan,KAZ,2011,2513559,402981
Kazakhstan,KAZ,2012,2543581,411480
Kenya,KEN,1980,831354,71563
Kenya,KEN,1981,861717,73858
Kenya,KEN,1982,893754,76342
Kenya,KEN,1983,926836,79026
Kenya,KEN,1984,960981,81907
Kenya,KEN,1985,996601,85027
Kenya,KEN,1986,1034424,88425
Kenya,KEN,1987,1073978,92014
Kenya,KEN,1988,1116419,95877
Kenya,KEN,1989,1162464,100137
Kenya,KEN,1990,1212452,104961
Kenya,KEN,1991,1266706,110502
Kenya,KEN,1992,1324412,116721
Kenya,KEN,1993,1385204,123457
Kenya,KEN,1994,1447328,130648
Kenya,KEN,1995,1509085,138199
Kenya,KEN,1996,1569409,145962
Kenya,KEN,1997,1615240,146532
Kenya,KEN,1998,1661612,147304
Kenya,KEN,1999,1709499,148087
Kenya,KEN,2000,1758220,148456
Kenya,KEN,2001,1806161,147825
Kenya,KEN,2002,1850190,145371
Kenya,KEN,2003,1888952,141714
Kenya,KEN,2004,1903023,129694
Kenya,KEN,2005,1920157,122648
Kenya,KEN,2006,1937624,117039
Kenya,KEN,2007,1957480,112659
Kenya,KEN,2008,1983977,109017
Kenya,KEN,2009,2019835,106847
Kenya,KEN,2010,2085121,109390
Kenya,KEN,2011,2161351,113115
Kenya,KEN,2012,2248867,117739
Kiribati,KIR,1980,9650,5557
Kiribati,KIR,1981,9962,5725
Kiribati,KIR,1982,10291,5897
Kiribati,KIR,1983,10632,6071
Kiribati,KIR,1984,10979,6254
Kiribati,KIR,1985,11337,6442
Kiribati,KIR,1986,11706,6644
Kiribati,KIR,1987,12073,6854
Kiribati,KIR,1988,12441,7074
Kiribati,KIR,1989,12781,7279
Kiribati,KIR,1990,13096,7465
Kiribati,KIR,1991,13375,7628
Kiribati,KIR,1992,13615,7769
Kiribati,KIR,1993,13846,7904
Kiribati,KIR,1994,14099,8057
Kiribati,KIR,1995,14391,8237
Kiribati,KIR,1996,14732,8455
Kiribati,KIR,1997,14771,8519
Kiribati,KIR,1998,14922,8648
Kiribati,KIR,1999,15171,8836
Kiribati,KIR,2000,15515,9055
Kiribati,KIR,2001,15907,9287
Kiribati,KIR,2002,16349,9520
Kiribati,KIR,2003,16800,9742
Kiribati,KIR,2004,17200,9923
Kiribati,KIR,2005,17174,9864
Kiribati,KIR,2006,17078,9774
Kiribati,KIR,2007,16939,9662
Kiribati,KIR,2008,16816,9563
Kiribati,KIR,2009,16751,9509
Kiribati,KIR,2010,17069,9678
Kiribati,KIR,2011,17444,9900
Kiribati,KIR,2012,17844,10166
Kuwait,KWT,1980,253904,12977
Kuwait,KWT,1981,262203,13127
Kuwait,KWT,1982,267784,13232
Kuwait,KWT,1983,272172,13474
Kuwait,KWT,1984,274829,13881
Kuwait,KWT,1985,274130,14392
Kuwait,KWT,1986,270990,15125
Kuwait,KWT,1987,266025,16035
Kuwait,KWT,1988,259172,16852
Kuwait,KWT,1989,254465,17430
Kuwait,KWT,1990,248359,17333
Kuwait,KWT,1991,244362,16708
Kuwait,KWT,1992,243621,15677
Kuwait,KWT,1993,246636,14549
Kuwait,KWT,1994,251110,13572
Kuwait,KWT,1995,257360,13084
